"ds-dex-table-row href","ds-dex-table-row-badge-pair-no","ds-dex-table-row-dex-icon src","ds-dex-table-row-token-icon-img src","ds-dex-table-row-badge","ds-dex-table-row-base-token-symbol","ds-dex-table-row-quote-token-symbol","ds-dex-table-row-base-token-name-text","ds-table-data-cell","ds-table-data-cell 2","ds-table-data-cell 3","ds-table-data-cell 4","ds-table-data-cell 5","ds-change-perc","ds-change-perc 2","ds-change-perc 3","ds-change-perc 4","ds-table-data-cell 6","ds-table-data-cell 7","ds-table-empty-val","chakra-text","chakra-text 2"
"https://dexscreener.com/pulsechain/0x03250e1f707e9fb1cd41b8c2696c0e8eab5b42de","#1","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/af1d0aee448e13796f326ec6ceb40f004d060864ebf9c1e436e9b2981ff97ab7?width=64&height=64&fit=crop&quality=95&format=auto","v1","PCOCK","WPLS","PulseChain Peacock","$0.01995","5mo","4,322","$112K","1,178","2.03%","1.24%","3.67%","17.40%","$225K","$16.8M","","",""
"https://dexscreener.com/pulsechain/0x34243b6878cb49530b2b647f38aa26623dab2509","#2","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/52b3a9f79e1f3c4ba2d7cb05617e10d8b94d6a2ad7b9eb922c9852b458e3932b?width=64&height=64&fit=crop&quality=95&format=auto","v2","stETH","WPLS","Liquid staked Ether 2.0","$0.01187","2y","6,218","$112K","1,300","","-3.92%","34.90%","36.53%","$88K","$2.2M","-","",""
"https://dexscreener.com/pulsechain/0xf1f4ee610b2babb05c635f726ef8b0c568c8dc65","#3","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v1","HEX","WPLS","HEX","$0.003011","2y","1,829","$145K","932","3.57%","3.56%","6.48%","6.82%","$1.0M","$1.78B","","",""
"https://dexscreener.com/pulsechain/0x1b45b9148791d3a104184cd5dfe5ce57193a3ee9","#4","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","v1","PLSX","WPLS","PulseX","","2y","2,129","$244K","955","1.30%","2.00%","5.24%","7.27%","$3.6M","$1.86B","","$0.01302","4"
"https://dexscreener.com/pulsechain/0xcb99800b71b7fb0696d19c3aaaa20c03d2d7e449","#5","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/af1d0aee448e13796f326ec6ceb40f004d060864ebf9c1e436e9b2981ff97ab7?width=64&height=64&fit=crop&quality=95&format=auto","v2","PCOCK","WPLS","PulseChain Peacock","$0.01953","5mo","7,266","$261K","1,486","","-0.86%","0.97%","15.02%","$468K","$16.5M","-","",""
"https://dexscreener.com/pulsechain/0xf808bb6265e9ca27002c0a04562bf50d4fe37eaa","#6","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/7b95c3c8cc915f0c09d268a02433efbf321d7b62689deec6ac802975526d1d3b?width=64&height=64&fit=crop&quality=95&format=auto","v1","INC","WPLS","Incentive","$0.6563","2y","1,834","$122K","892","2.14%","3.07%","5.80%","7.64%","$1.4M","$36.5M","","",""
"https://dexscreener.com/pulsechain/0x31ef9a41500e6bd18524404ac9c5b88d04aa924e","#7","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/8b729370cc0269ea7f3e108c0c6524e50ef950cc0af33a524cf245c336477230?width=64&height=64&fit=crop&quality=95&format=auto","v2","TEDDY BEAR ㉾","WPLS","BEAR","","2y","3,242","$50K","1,017","-0.26%","0.01%","2.30%","20.88%","$65K","$5.5M","","$0.05554","8"
"https://dexscreener.com/pulsechain/0xf5a89a6487d62df5308cdda89c566c5b5ef94c11","#8","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v1","pTGC","WPLS","The Grays Currency","$0.0001438","2y","97","$22K","80","-0.24%","1.09%","5.23%","7.07%","$792K","$41.7M","","",""
"https://dexscreener.com/pulsechain/0x19bb45a7270177e303dee6eaa6f5ad700812ba98","#9","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v2","HEX","WPLS","HEX","$0.003008","2y","2,074","$111K","932","3.54%","3.48%","6.40%","6.97%","$952K","$1.78B","","",""
"https://dexscreener.com/pulsechain/0x908b5490414518981ce5c473ff120a6b338fef67","#10","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/a4ab7371e4cfbf8b0a1c20d7ab22860aafa08bd10a72438d3dd31f5cc3e52b51?width=64&height=64&fit=crop&quality=95&format=auto","v2","MOST","WPLS","MostWanted","$0.006156","11mo","1,805","$40K","664","-0.21%","0.23%","1.05%","2.02%","$185K","$6.1M","","",""
"https://dexscreener.com/pulsechain/0xc475332e92561cd58f278e4e2ed76c17d5b50f05","#11","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v2","HEX","USDC","HEX","$0.003043","2y","980","$71K","486","4.50%","4.37%","7.24%","7.44%","$214K","$1.80B","","",""
"https://dexscreener.com/pulsechain/0x8268de0b539d1c03fa693ca7ee47eaf70c8cd57d","#12","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v2","HEX","PLSX","HEX","$0.002958","2y","379","$18K","239","1.56%","1.37%","4.18%","4.94%","$232K","$1.75B","","",""
"https://dexscreener.com/pulsechain/0x5ef7aac0de4f2012cb36730da140025b113fada4","#13","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/2cd41e7e3fa974ad25bf8d84d83cea18db9a404a16c537f646e77fea8bcc7cf4?width=64&height=64&fit=crop&quality=95&format=auto","v1","ATROPA","DAI","Atropa","$0.04779","2y","2,891","$90K","1,009","0.47%","2.64%","3.34%","23.06%","$23.3M","$25.5M","","",""
"https://dexscreener.com/pulsechain/0x6f1747370b1cacb911ad6d4477b718633db328c8","#14","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v1","HEX","DAI","HEX","$0.003023","2y","511","$19K","301","4.11%","3.92%","7.02%","7.41%","$94K","$1.79B","","",""
"https://dexscreener.com/pulsechain/0x6ace474a9fde57e663e47a4c7965964440b35f71","#15","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","V3","HEX","DAI","HEX","$0.003018","1y","343","$19K","193","3.90%","4.08%","6.35%","7.27%","$223K","$1.78B","","",""
"https://dexscreener.com/pulsechain/0xb2893cea8080bf43b7b60b589edaab5211d98f23","#16","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","v1","PLSX","DAI","PulseX","","2y","549","$24K","318","1.85%","2.47%","5.70%","7.25%","$127K","$1.87B","","$0.01307","4"
"https://dexscreener.com/pulsechain/0xec1ff11b2e75278271458e074205d3a396362da5","#17","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","V3","HEX","USDC","HEX","$0.003037","2y","83","$19K","68","3.21%","4.85%","6.66%","7.68%","$153K","$1.79B","","",""
"https://dexscreener.com/pulsechain/0x98bb7fe00f82c495229eb302d1ae708ff931728e","#18","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","V3","PLSX","WPLS","PulseX","","2y","688","$67K","284","3.02%","3.97%","6.49%","8.89%","$334K","$1.88B","","$0.01318","4"
"https://dexscreener.com/pulsechain/0x5b9661276708202dd1a0dd2346a3856b00d3c251","#19","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/7b95c3c8cc915f0c09d268a02433efbf321d7b62689deec6ac802975526d1d3b?width=64&height=64&fit=crop&quality=95&format=auto","v2","INC","WPLS","Incentive","$0.6506","2y","1,326","$30K","619","1.26%","2.21%","4.93%","6.74%","$267K","$36.2M","","",""
"https://dexscreener.com/pulsechain/0x7dbeca4c74d01cd8782d4ef5c05c0769723fb0ea","#20","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/7b95c3c8cc915f0c09d268a02433efbf321d7b62689deec6ac802975526d1d3b?width=64&height=64&fit=crop&quality=95&format=auto","v1","INC","PLSX","Incentive","$0.6403","2y","207","$60K","142","-0.18%","0.55%","2.72%","4.98%","$2.3M","$35.6M","","",""
"https://dexscreener.com/pulsechain/0x9cffdeff2a81351ad59027995ebee58c4089e500","#21","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/a4af6a9eca846e0ebe754890b863ed45dde2ee802bbab3ecb1803212dfdba8c7?width=64&height=64&fit=crop&quality=95&format=auto","v2","🎭","WPLS","REMEMBER REMEMBER THE 5TH OF NOVEMBER","","7mo","8,742","$9.2K","113","-0.21%","0.11%","1.45%","4.01%","$271K","$20.00B","","$0.03112","10"
"https://dexscreener.com/pulsechain/0x5f838ad5d614d06ec96d458105435f0d35451d2d","#22","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/e3b081fa799851f7776c2596ad2153693b0a78be7a38d4d49ab42ebd22b98768?width=64&height=64&fit=crop&quality=95&format=auto","v1","ZERØ","WPLS","ZeroTrust","$0.006132","4mo","507","$22K","344","","-1.71%","1.71%","15.34%","$123K","$2.2M","-","",""
"https://dexscreener.com/pulsechain/0x96737676cb25396a9f857272cddc8e3a346d63da","#23","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","V3","PLSX","WPLS","PulseX","","2y","25","$2.8K","23","","","","1.28%","$119K","$1.75B","-","$0.01223","4"
"https://dexscreener.com/pulsechain/0xc2131e4a8aaa8a47bebe87482b67be2d6701ce98","#24","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/8b729370cc0269ea7f3e108c0c6524e50ef950cc0af33a524cf245c336477230?width=64&height=64&fit=crop&quality=95&format=auto","v2","TEDDY BEAR ㉾","ATROPA","BEAR","","2y","379","$10K","207","-1.01%","2.00%","3.32%","21.40%","$141K","$5.5M","","$0.05603","8"
"https://dexscreener.com/pulsechain/0x24c4d0532cddae3b0b8935196f2b91e68d6b85ed","#25","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/8b729370cc0269ea7f3e108c0c6524e50ef950cc0af33a524cf245c336477230?width=64&height=64&fit=crop&quality=95&format=auto","v2","TEDDY BEAR ㉾","TREASURY BILL ㉾","BEAR","","2y","249","$13K","163","","1.17%","2.46%","23.56%","$431K","$5.5M","-","$0.05562","8"
"https://dexscreener.com/pulsechain/0x96fefb743b1d180363404747bf09bd32657d8b78","#26","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4c46d249c6a3c16f0ca7df57a674bb907e07e3951fe2384088c648e0274e4c22?width=64&height=64&fit=crop&quality=95&format=auto","v2","PUMP","WPLS","PUMP.tires","$0.002684","11mo","736","$14K","379","1.44%","-0.37%","1.31%","8.77%","$124K","$2.6M","","",""
"https://dexscreener.com/pulsechain/0x22f627fc5710fcf3b5d8ac7154d00a3525886f8a","#27","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/bf1541da0ed88c19659636a19b08b35c7a74bc5f45baecb6cfa7e24fc8dbc2fb?width=64&height=64&fit=crop&quality=95&format=auto","V3","UNITY","PLSX","Unity","$0.07502","4mo","723","$5.8K","54","0.01%","2.23%","1.78%","4.47%","$181K","$448K","","",""
"https://dexscreener.com/pulsechain/0x4581e25b434c1ced7a93449b229469f03ca4451e","#28","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/653febbeb4a2fbc59d1e66539984d20afce88638ea3106acba090313f9b00f41?width=64&height=64&fit=crop&quality=95&format=auto","v1","SOIL","WPLS","SUN Minimeal SOIL","$0.05908","8mo","37","$16K","23","","","1.37%","2.23%","$568K","$291.9M","-","",""
"https://dexscreener.com/pulsechain/0x6d69654390c70d9e8814b04c69a542632dc93161","#29","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/fcee44734aaa509e3811995f1d12c3cf0a98c2d788d56b68baf82e1f109340bb?width=64&height=64&fit=crop&quality=95&format=auto","v2","LOAN","WPLS","LOAN","","2y","501","$15K","222","","-3.36%","2.45%","19.43%","$77K","$2.6M","-","$0.04795","6"
"https://dexscreener.com/pulsechain/0xd41e6f7bb349085ac65107bfb3fadd49f1cfde1f","#30","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/7b95c3c8cc915f0c09d268a02433efbf321d7b62689deec6ac802975526d1d3b?width=64&height=64&fit=crop&quality=95&format=auto","v2","INC","PLSX","Incentive","$0.6503","2y","181","$10K","133","1.26%","1.67%","4.32%","7.47%","$282K","$36.2M","","",""
"https://dexscreener.com/pulsechain/0x5b6c923c0b26ba6404b3af9c868fec085962093a","#31","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","V3","PLSX","USDC","PulseX","","10mo","2","<$1","2","","","3.32%","3.32%","$88K","$1.80B","-","$0.01259","4"
"https://dexscreener.com/pulsechain/0xf3e1e07a463d27100404b7a4bdf7e3de5dd748be","#32","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/cc48ff9111ea87629fc500548a4aaa904984350b469458d05d540814f499d958?width=64&height=64&fit=crop&quality=95&format=auto","v2","SPARTA","HEX","Sparta","$0.01401","8mo","4","$541","4","","","2.50%","1.31%","$407K","$1.8M","-","",""
"https://dexscreener.com/pulsechain/0x0ec2031e717be8d988d5f97378a81c53ebf34aa9","#33","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/8b729370cc0269ea7f3e108c0c6524e50ef950cc0af33a524cf245c336477230?width=64&height=64&fit=crop&quality=95&format=auto","v1","TEDDY BEAR ㉾","TREASURY BILL ㉾","BEAR","","2y","110","$2.6K","78","","","0.73%","21.51%","$97K","$5.4M","-","$0.05470","8"
"https://dexscreener.com/pulsechain/0xe936b1990b98152be81efafa40de6cb8c89eec0c","#34","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/2cd41e7e3fa974ad25bf8d84d83cea18db9a404a16c537f646e77fea8bcc7cf4?width=64&height=64&fit=crop&quality=95&format=auto","v2","ATROPA","DAI","Atropa","$0.04656","2y","282","$6.0K","142","","0.01%","1.08%","18.28%","$378K","$24.8M","-","",""
"https://dexscreener.com/pulsechain/0xdc995338cf3f84b92ec6015bbb19c036f16bf9d5","#35","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","pTGC","HEX","The Grays Currency","$0.0001436","2y","41","$4.1K","31","","2.24%","5.48%","6.82%","$259K","$41.6M","-","",""
"https://dexscreener.com/pulsechain/0x801c369cb1443c087cd327dfb53aecf378f6ff85","#36","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/1b6e7c45ed56adc0864469a9292e4eddf5181ffe3ce477505d24f876c9cc62c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","VOUCH","WPLS","Vouch","","4mo","17","$783","7","","","0.45%","4.51%","$127K","$2.3M","-","$0.02371","4"
"https://dexscreener.com/pulsechain/0xdb08cc9f70725b30204355a39a92ace9266c3819","#37","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","pTGC","PLSX","The Grays Currency","$0.0001435","2y","54","$6.0K","33","","0.68%","6.75%","6.94%","$346K","$41.6M","-","",""
"https://dexscreener.com/pulsechain/0xc25f3dea6c59f31167cd776fe2a42e26dc339901","#38","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","pTGC","ATROPA","The Grays Currency","$0.0001439","2y","75","$2.1K","55","","3.50%","-0.35%","9.96%","$104K","$41.7M","-","",""
"https://dexscreener.com/pulsechain/0xbea0e55b82eb975280041f3b49c4d0bd937b72d5","#39","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/be6f635d5adf34dda3c63b3057b02c913fc8a4c23f6aa4498d134ead85aeee4d?width=64&height=64&fit=crop&quality=95&format=auto","v2","UFO","WPLS","UFO","","1y","32","$2.8K","27","","","2.30%","5.58%","$630K","$6.1M","-","$0.06749","5"
"https://dexscreener.com/pulsechain/0xa2b8f577ab43bc7d01ba96b743e8641748d6db3c","#40","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/e860238a6898633a169037e86c81699fb318e9038efbbcb96bb12940b63e53c4?width=64&height=64&fit=crop&quality=95&format=auto","V3","9MM","WPLS","9MM","$0.01011","1y","116","$6.1K","97","","0.13%","1.63%","7.58%","$125K","$1.0M","-","",""
"https://dexscreener.com/pulsechain/0xad2c3fc5a5a5408b174811758102eb3c77627b5c","#41","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/f6e55519bbd8c01a255feab9b738dd5306694efbd141310e55802d8c605853ca?width=64&height=64&fit=crop&quality=95&format=auto","v2","F㉾D","TREASURY BILL ㉾","Reserve Teh ㉾","","1y","166","$3.8K","111","","1.32%","1.52%","15.26%","$278K","$3.3M","-","$0.02679","4"
"https://dexscreener.com/pulsechain/0x5b002c8ad3c23b4021f75003fecf01a10b11f6ca","#42","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","pTGC","UFO","The Grays Currency","$0.0001259","1y","56","$3.3K","52","","","-0.26%","5.98%","$702K","$36.5M","-","",""
"https://dexscreener.com/pulsechain/0x031966fd524991e7ceba9d90651225f7a4fb0ff6","#43","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","v2","PLSX","DAI","PulseX","","2y","1,324","$28K","433","-0.69%","1.54%","3.93%","6.51%","$69K","$1.84B","","$0.01290","4"
"https://dexscreener.com/pulsechain/0x9b2ecc7ffddf74a67600ee7e5a273561c626c99d","#44","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/8b729370cc0269ea7f3e108c0c6524e50ef950cc0af33a524cf245c336477230?width=64&height=64&fit=crop&quality=95&format=auto","v2","TEDDY BEAR ㉾","DAI","BEAR","","2y","933","$18K","426","0.23%","3.24%","4.05%","23.04%","$77K","$5.6M","","$0.05662","8"
"https://dexscreener.com/pulsechain/0xf13ca5c98d9aae6294edb9e7299b0bbe1e71265d","#45","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/1b79ad07d47d37bdb67f658c0d3d9e04821db29772892c329e6bb927b9f66745?width=64&height=64&fit=crop&quality=95&format=auto","v2","🖨️","DAI","WORLDS GREATEST PDAI PRINTER","$1.29","1y","8,095","$8.0K","283","-1.01%","0.57%","1.67%","12.51%","$63K","$1.2M","","",""
"https://dexscreener.com/pulsechain/0xc738c41a6217fd1637a660abd5f5ef29d7558471","#46","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/e3b081fa799851f7776c2596ad2153693b0a78be7a38d4d49ab42ebd22b98768?width=64&height=64&fit=crop&quality=95&format=auto","v2","ZERØ","PCOCK","ZeroTrust","$0.006110","4mo","359","$16K","268","","0.15%","0.51%","0.13%","$1.6M","$2.2M","-","",""
"https://dexscreener.com/pulsechain/0x58ce9f72be187bb0cb44f4f0b05465d170ac4c86","#47","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/e14f34a637ee83c30ccb22e9062932bba0b6c668c0c69fa6e088478adfb5cba8?width=64&height=64&fit=crop&quality=95&format=auto","v2","SOLIDX","WPLS","Solid X","$0.4495","1y","519","$6.6K","230","-0.18%","0.04%","3.28%","10.44%","$80K","$9.3M","","",""
"https://dexscreener.com/pulsechain/0xcede64e9d70b57ac0d71241d4ef2fc98ca671877","#48","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","pTGC","DAI","The Grays Currency","$0.0001421","2y","77","$3.5K","49","","2.35%","-0.39%","10.41%","$95K","$41.2M","-","",""
"https://dexscreener.com/pulsechain/0x4501f821970214a8c7b2fb2478af9e2b570c341a","#49","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/af90cdcc721d15f9bac60f6bdb1f9194ce116f0f049f8e5339d495c50bdddf14?width=64&height=64&fit=crop&quality=95&format=auto","v1","PTIGER","WPLS","PulseChain Tiger","$0.002605","2mo","214","$7.7K","112","","2.01%","4.15%","2.99%","$80K","$1.6M","-","",""
"https://dexscreener.com/pulsechain/0xa95470b1b0ab88a9e63f6621a5096b24a2fff5ae","#50","https://dd.dexscreener.com/ds-data/dexes/uniswap.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","","HEX","WPLS","HEX","$0.003036","2y","161","$4.9K","89","3.89%","5.62%","6.94%","8.06%","$61K","$1.79B","","",""
"https://dexscreener.com/pulsechain/0xc6f5cb513a14f7e8754f2909fdb3d9af42ea8077","#51","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/af1d0aee448e13796f326ec6ceb40f004d060864ebf9c1e436e9b2981ff97ab7?width=64&height=64&fit=crop&quality=95&format=auto","V3","PCOCK","DAI","PulseChain Peacock","$0.01958","5mo","60","$935","53","","-0.94%","3.09%","18.52%","$59K","$19.5M","-","",""
"https://dexscreener.com/pulsechain/0x1b34dabd5b9927a397801071714c98492c2a5b73","#52","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/d77c31d1637892b49ca2df5c47f552f4c63895ac6468450419a485bc9f271057?width=64&height=64&fit=crop&quality=95&format=auto","v2","CVRE","WPLS","The CVRE Token","$0.004013","9mo","148","$440","113","1.14%","1.58%","4.35%","7.73%","$107K","$3.8M","","",""
"https://dexscreener.com/pulsechain/0x6f7aa53326440efb27e57d4370e0814a35284a97","#53","https://dd.dexscreener.com/ds-data/dexes/9inch.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","v3","PLSX","USDC","PulseX","","1y","4","<$1","3","","","3.72%","3.72%","$65K","$1.79B","-","$0.01253","4"
"https://dexscreener.com/pulsechain/0x615cfd552e98eb97e5557b03aa41d0e85e98167b","#54","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/8f4dd35f9df176cb116acb5de429df1fba6294c857aa3c4e926c6f542ebd1c7b?width=64&height=64&fit=crop&quality=95&format=auto","v2","Finvesta","WPLS","Finvesta","$1.56","2y","603","$14K","283","-0.36%","2.12%","10.45%","-3.72%","$75K","$1.4M","","",""
"https://dexscreener.com/pulsechain/0x5935ab01ba5d841d663802e9a045a5ef94a678b8","#55","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","V3","PLSX","HEX","PulseX","","1y","139","$7.4K","96","3.73%","4.83%","7.49%","9.42%","$58K","$1.89B","","$0.01327","4"
"https://dexscreener.com/pulsechain/0x69ba9abedd39f7671fc89441e2424b386b3e8154","#56","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v2","HEX","TREASURY BILL ㉾","HEX","$0.002998","9mo","249","$5.0K","116","3.24%","3.69%","5.60%","8.27%","$49K","$1.77B","","",""
"https://dexscreener.com/pulsechain/0x2772cb1ac353b4ae486f5bac196f20dcbd8a097f","#57","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/78408a8cbc4ffce2104e0ba567b410203f1ce4ffae3ade61d2a02e451518f2fb?width=64&height=64&fit=crop&quality=95&format=auto","v2","HELGO","HEX","HELGO","$0.0003349","2y","58","$3.1K","27","8.42%","8.42%","10.98%","9.54%","$1.4M","$18.5M","","",""
