"ds-dex-table-row href","ds-dex-table-row-badge-pair-no","ds-dex-table-row-dex-icon src","ds-dex-table-row-token-icon-img src","ds-dex-table-row-badge","ds-dex-table-row-base-token-symbol","ds-dex-table-row-quote-token-symbol","ds-dex-table-row-base-token-name-text","ds-table-data-cell","ds-table-data-cell 2","ds-table-data-cell 3","ds-table-data-cell 4","ds-table-data-cell 5","ds-change-perc","ds-change-perc 2","ds-change-perc 3","ds-change-perc 4","ds-table-data-cell 6","ds-table-data-cell 7","ds-table-empty-val","chakra-text","chakra-text 2"
"https://dexscreener.com/pulsechain/0x19bb45a7270177e303dee6eaa6f5ad700812ba98","#9","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v2","HEX","WPLS","HEX","$0.002997","2y","2,084","$111K","939","3.18%","3.12%","6.00%","6.60%","$949K","$1.77B","","",""
"https://dexscreener.com/pulsechain/0x908b5490414518981ce5c473ff120a6b338fef67","#10","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/a4ab7371e4cfbf8b0a1c20d7ab22860aafa08bd10a72438d3dd31f5cc3e52b51?width=64&height=64&fit=crop&quality=95&format=auto","v2","MOST","WPLS","MostWanted","$0.006247","11mo","1,804","$39K","664","1.27%","1.70%","3.14%","3.53%","$187K","$6.2M","","",""
"https://dexscreener.com/pulsechain/0xc475332e92561cd58f278e4e2ed76c17d5b50f05","#11","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v2","HEX","USDC","HEX","$0.003014","2y","983","$71K","488","3.49%","3.36%","6.20%","6.41%","$213K","$1.78B","","",""
"https://dexscreener.com/pulsechain/0x5ef7aac0de4f2012cb36730da140025b113fada4","#13","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/2cd41e7e3fa974ad25bf8d84d83cea18db9a404a16c537f646e77fea8bcc7cf4?width=64&height=64&fit=crop&quality=95&format=auto","v1","ATROPA","DAI","Atropa","$0.04779","2y","2,891","$90K","1,009","1.47%","2.64%","3.37%","23.06%","$23.3M","$25.5M","","",""
"https://dexscreener.com/pulsechain/0x6f1747370b1cacb911ad6d4477b718633db328c8","#14","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v1","HEX","DAI","HEX","$0.002997","2y","514","$19K","303","3.21%","3.01%","6.07%","6.47%","$94K","$1.77B","","",""
"https://dexscreener.com/pulsechain/0xec1ff11b2e75278271458e074205d3a396362da5","#17","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","V3","HEX","USDC","HEX","$0.003036","2y","84","$19K","69","3.18%","4.82%","6.63%","7.65%","$153K","$1.79B","","",""
"https://dexscreener.com/pulsechain/0x5b9661276708202dd1a0dd2346a3856b00d3c251","#19","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/7b95c3c8cc915f0c09d268a02433efbf321d7b62689deec6ac802975526d1d3b?width=64&height=64&fit=crop&quality=95&format=auto","v2","INC","WPLS","Incentive","$0.6506","2y","1,326","$30K","619","1.26%","2.21%","4.89%","6.74%","$267K","$36.2M","","",""
"https://dexscreener.com/pulsechain/0x9cffdeff2a81351ad59027995ebee58c4089e500","#21","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/a4af6a9eca846e0ebe754890b863ed45dde2ee802bbab3ecb1803212dfdba8c7?width=64&height=64&fit=crop&quality=95&format=auto","v2","🎭","WPLS","REMEMBER REMEMBER THE 5TH OF NOVEMBER","","7mo","8,737","$9.2K","113","-0.01%","0.11%","1.42%","4.01%","$271K","$20.00B","","$0.03112","10"
"https://dexscreener.com/pulsechain/0xc2131e4a8aaa8a47bebe87482b67be2d6701ce98","#24","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/8b729370cc0269ea7f3e108c0c6524e50ef950cc0af33a524cf245c336477230?width=64&height=64&fit=crop&quality=95&format=auto","v2","TEDDY BEAR ㉾","ATROPA","BEAR","","2y","380","$11K","207","1.53%","3.57%","4.91%","23.27%","$143K","$5.6M","","$0.05690","8"
"https://dexscreener.com/pulsechain/0x96fefb743b1d180363404747bf09bd32657d8b78","#26","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4c46d249c6a3c16f0ca7df57a674bb907e07e3951fe2384088c648e0274e4c22?width=64&height=64&fit=crop&quality=95&format=auto","v2","PUMP","WPLS","PUMP.tires","$0.002685","11mo","737","$14K","379","1.61%","-0.35%","1.36%","8.80%","$124K","$2.6M","","",""
"https://dexscreener.com/pulsechain/0x0ec2031e717be8d988d5f97378a81c53ebf34aa9","#30","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/8b729370cc0269ea7f3e108c0c6524e50ef950cc0af33a524cf245c336477230?width=64&height=64&fit=crop&quality=95&format=auto","v1","TEDDY BEAR ㉾","TREASURY BILL ㉾","BEAR","","2y","115","$2.7K","83","2.99%","2.99%","3.74%","25.15%","$99K","$5.5M","","$0.05633","8"
"https://dexscreener.com/pulsechain/0xd41e6f7bb349085ac65107bfb3fadd49f1cfde1f","#31","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/7b95c3c8cc915f0c09d268a02433efbf321d7b62689deec6ac802975526d1d3b?width=64&height=64&fit=crop&quality=95&format=auto","v2","INC","PLSX","Incentive","$0.6503","2y","181","$10K","133","1.26%","1.67%","4.32%","7.47%","$282K","$36.2M","","",""
"https://dexscreener.com/pulsechain/0x5b6c923c0b26ba6404b3af9c868fec085962093a","#32","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","V3","PLSX","USDC","PulseX","","10mo","2","<$1","2","","","3.32%","3.32%","$88K","$1.80B","-","$0.01259","4"
"https://dexscreener.com/pulsechain/0xf3e1e07a463d27100404b7a4bdf7e3de5dd748be","#33","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/cc48ff9111ea87629fc500548a4aaa904984350b469458d05d540814f499d958?width=64&height=64&fit=crop&quality=95&format=auto","v2","SPARTA","HEX","Sparta","$0.01401","8mo","4","$541","4","","","2.50%","1.31%","$407K","$1.8M","-","",""
"https://dexscreener.com/pulsechain/0xbea0e55b82eb975280041f3b49c4d0bd937b72d5","#38","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/be6f635d5adf34dda3c63b3057b02c913fc8a4c23f6aa4498d134ead85aeee4d?width=64&height=64&fit=crop&quality=95&format=auto","v2","UFO","WPLS","UFO","","1y","32","$2.8K","27","","","2.30%","5.58%","$630K","$6.1M","-","$0.06749","5"
"https://dexscreener.com/pulsechain/0xc25f3dea6c59f31167cd776fe2a42e26dc339901","#39","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","pTGC","ATROPA","The Grays Currency","$0.0001439","2y","75","$2.1K","55","","3.50%","-0.11%","9.96%","$104K","$41.7M","-","",""
"https://dexscreener.com/pulsechain/0x031966fd524991e7ceba9d90651225f7a4fb0ff6","#41","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","v2","PLSX","DAI","PulseX","","2y","1,325","$28K","433","0.64%","2.90%","5.31%","7.94%","$70K","$1.87B","","$0.01308","4"
"https://dexscreener.com/pulsechain/0xad2c3fc5a5a5408b174811758102eb3c77627b5c","#42","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/f6e55519bbd8c01a255feab9b738dd5306694efbd141310e55802d8c605853ca?width=64&height=64&fit=crop&quality=95&format=auto","v2","F㉾D","TREASURY BILL ㉾","Reserve Teh ㉾","","1y","166","$3.8K","111","","1.32%","1.52%","15.26%","$278K","$3.3M","-","$0.02679","4"
"https://dexscreener.com/pulsechain/0xf13ca5c98d9aae6294edb9e7299b0bbe1e71265d","#43","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/1b79ad07d47d37bdb67f658c0d3d9e04821db29772892c329e6bb927b9f66745?width=64&height=64&fit=crop&quality=95&format=auto","v2","🖨️","DAI","WORLDS GREATEST PDAI PRINTER","$1.31","1y","8,090","$8.0K","282","1.46%","2.06%","3.21%","14.18%","$64K","$1.2M","","",""
"https://dexscreener.com/pulsechain/0x5b002c8ad3c23b4021f75003fecf01a10b11f6ca","#44","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","pTGC","UFO","The Grays Currency","$0.0001259","1y","56","$3.3K","52","","","-0.26%","5.98%","$702K","$36.5M","-","",""
"https://dexscreener.com/pulsechain/0x9b2ecc7ffddf74a67600ee7e5a273561c626c99d","#45","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/8b729370cc0269ea7f3e108c0c6524e50ef950cc0af33a524cf245c336477230?width=64&height=64&fit=crop&quality=95&format=auto","v2","TEDDY BEAR ㉾","DAI","BEAR","","2y","934","$18K","426","0.35%","3.37%","4.18%","23.19%","$77K","$5.6M","","$0.05669","8"
"https://dexscreener.com/pulsechain/0xcede64e9d70b57ac0d71241d4ef2fc98ca671877","#48","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","pTGC","DAI","The Grays Currency","$0.0001421","2y","77","$3.5K","49","","2.35%","-0.59%","10.41%","$95K","$41.2M","-","",""
"https://dexscreener.com/pulsechain/0x4501f821970214a8c7b2fb2478af9e2b570c341a","#49","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/af90cdcc721d15f9bac60f6bdb1f9194ce116f0f049f8e5339d495c50bdddf14?width=64&height=64&fit=crop&quality=95&format=auto","v1","PTIGER","WPLS","PulseChain Tiger","$0.002629","2mo","217","$7.7K","112","0.95%","2.98%","5.15%","3.97%","$81K","$1.7M","","",""
"https://dexscreener.com/pulsechain/0xc708ccede78132fe8ba1ca40a2aff1a44eded8ac","#56","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v2","HEX","DAI","HEX","$0.003016","2y","828","$16K","334","2.41%","4.50%","6.21%","7.09%","$44K","$1.78B","","",""
"https://dexscreener.com/pulsechain/0x69ba9abedd39f7671fc89441e2424b386b3e8154","#57","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v2","HEX","TREASURY BILL ㉾","HEX","$0.002996","9mo","250","$5.0K","117","3.19%","3.64%","5.54%","8.22%","$49K","$1.77B","","",""
"https://dexscreener.com/pulsechain/0x2772cb1ac353b4ae486f5bac196f20dcbd8a097f","#58","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/78408a8cbc4ffce2104e0ba567b410203f1ce4ffae3ade61d2a02e451518f2fb?width=64&height=64&fit=crop&quality=95&format=auto","v2","HELGO","HEX","HELGO","$0.0003349","2y","59","$3.1K","28","8.42%","8.42%","10.98%","9.54%","$1.4M","$18.5M","","",""
"https://dexscreener.com/pulsechain/0x5c50b62735106ec0eb6944a947ecfff3d130e34c","#59","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","pTGC","TEDDY BEAR ㉾","The Grays Currency","$0.0001487","2y","54","$1.5K","43","1.92%","5.06%","3.92%","14.35%","$74K","$43.1M","","",""
"https://dexscreener.com/pulsechain/0x650efe29f3d5261ca86f26a4f02917c26df04bda","#63","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/af1d0aee448e13796f326ec6ceb40f004d060864ebf9c1e436e9b2981ff97ab7?width=64&height=64&fit=crop&quality=95&format=auto","v2","PCOCK","DAI","PulseChain Peacock","$0.01976","5mo","1,061","$12K","436","","-0.03%","2.24%","16.76%","$29K","$16.7M","-","",""
"https://dexscreener.com/pulsechain/0x4f0e991e170aa644763cb68ecc945bdf957473ee","#64","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/7b95c3c8cc915f0c09d268a02433efbf321d7b62689deec6ac802975526d1d3b?width=64&height=64&fit=crop&quality=95&format=auto","v1","INC","DAI","Incentive","$0.6524","2y","377","$7.8K","213","1.57%","2.38%","5.44%","7.13%","$52K","$36.3M","","",""
"https://dexscreener.com/pulsechain/0x9923261b883bdaf33e18121de59825885c77fa60","#65","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/f4303863a0d3537f9d746a2681d27640de1039658909681abe0a8f0249de77d7?width=64&height=64&fit=crop&quality=95&format=auto","v2","TOPHAT","PCOCK","TOP HAT","$0.001150","4mo","474","$10K","284","","0.61%","-0.73%","-11.09%","$220K","$1.0M","-","",""
"https://dexscreener.com/pulsechain/0x333502d557a40fec45350bef9c07f9c53244559a","#66","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/f6e55519bbd8c01a255feab9b738dd5306694efbd141310e55802d8c605853ca?width=64&height=64&fit=crop&quality=95&format=auto","v2","F㉾D","WPLS","Reserve Teh ㉾","","1y","965","$8.5K","440","0.56%","1.12%","2.79%","14.68%","$42K","$3.3M","","$0.02702","4"
"https://dexscreener.com/pulsechain/0xefe14ed5fc8fa9c3bd87cd3e0017235bcccf763e","#67","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/52b3a9f79e1f3c4ba2d7cb05617e10d8b94d6a2ad7b9eb922c9852b458e3932b?width=64&height=64&fit=crop&quality=95&format=auto","v1","stETH","WPLS","Liquid staked Ether 2.0","$0.01202","2y","2,155","$14K","819","1.19%","1.14%","37.42%","38.31%","$8.4K","$2.2M","","",""
"https://dexscreener.com/pulsechain/0xf034ddfec9492b2d69bcabe6e8375a20c3697a8c","#69","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/993c04a91d6d236564d454a6912d4a2abd88228be96c0f931ee54b17ba6b55fe?width=64&height=64&fit=crop&quality=95&format=auto","v1","DEVC","WPLS","DEV Coin","$0.0008710","4mo","386","$3.0K","225","0.40%","3.73%","7.94%","12.49%","$46K","$169K","","",""
"https://dexscreener.com/pulsechain/0xec052d46d3115df7f6058160cd0b87b272201341","#72","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/baafa9ce840ada567a3a3283a81334523a60685ba2a4b2b3974ef752ed744214?width=64&height=64&fit=crop&quality=95&format=auto","v2","DAI","WPLS","DAI","$0.0002292","11mo","172","$659","122","","0.55%","3.48%","6.00%","$53K","$229K","-","",""
"https://dexscreener.com/pulsechain/0x5f3109a32b1c3298156b82f184d8071245d9ea0c","#77","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/962b0289ccf4260b55b1b63b28514a9d4c7177652e6342d04871dc769b4ef83e?width=64&height=64&fit=crop&quality=95&format=auto","v1","XGAME","WPLS","XGAME.IO","$0.0008539","9mo","164","$3.3K","102","2.68%","1.07%","4.36%","8.83%","$46K","$320K","","",""
"https://dexscreener.com/pulsechain/0xd8836e8975a6bbeafbde651e4d1ff59dc99d45c0","#78","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/968ba784b178f4e86ae66237d7144671e7960c00a811c5c848b08bcd0db690ac?width=64&height=64&fit=crop&quality=95&format=auto","v1","Briah","WPLS","Briah","$0.0004200","5mo","688","$9.8K","282","","-0.39%","3.65%","-3.55%","$32K","$418K","-","",""
"https://dexscreener.com/pulsechain/0x63d39debb74c08e6620c40477cdf9a31a0f496e4","#84","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/3fc09e14d7129e7ad93aad5e1eb39ff04c141a4b41914a3f917b5e4916ea0b35?width=64&height=64&fit=crop&quality=95&format=auto","v2","FIREW","MOST","Firewhale","$0.0001021","9mo","63","$1.1K","48","","","2.22%","4.29%","$112K","$102K","-","",""
"https://dexscreener.com/pulsechain/0xbcc7b2473a0b83c939bf772a52fd94a4427b46b2","#85","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/c8fbcc7f7181b95e858b948956261cc7391c723e1bd3f12f6b253a220bbd36e2?width=64&height=64&fit=crop&quality=95&format=auto","v2","DOUBT","WPLS","DOUBT","$0.003311","11mo","286","$8.5K","207","2.09%","1.95%","4.60%","7.34%","$134K","$3.1M","","",""
"https://dexscreener.com/pulsechain/0x790c996afe80efe313a9a28ef4221ef5a555b8b2","#86","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","v2","PLSX","DAI","PulseX","","2y","341","$2.4K","168","1.88%","2.56%","5.75%","7.75%","$21K","$1.87B","","$0.01308","4"
"https://dexscreener.com/pulsechain/0x9977e87ee3ea88d8f1fd41e64beb4f059c149991","#87","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/625863fb3eb082d3a2cf0ff6ee46f22b5ecc83392bdf3df5646469ee1d9291ec?width=64&height=64&fit=crop&quality=95&format=auto","v1","SWRM","WPLS","Swarm","$0.001816","4mo","234","$2.4K","166","","0.50%","3.66%","10.41%","$67K","$174K","-","",""
"https://dexscreener.com/pulsechain/0x2cb92b1e8b2fc53b5a9165e765488e17b38c26d3","#88","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/88c682e8d1ce58b54e437e5b145c6ba9650e797894016c084e192137a53a969d?width=64&height=64&fit=crop&quality=95&format=auto","v2","INCD","DAI","INC Dollar","$1.02","9mo","42","$1.3K","31","0.44%","-0.02%","0.49%","0.07%","$120K","$201K","","",""
"https://dexscreener.com/pulsechain/0x82db51c694578a28da6545975bbda61e4c12b8e4","#89","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/ca15bfa07a8d561d0f8c8733fdec1f27a19eb9cb8a8fbf06faefd9db4bd65fa5?width=64&height=64&fit=crop&quality=95&format=auto","V3","STM","USDC","Surgicaltrainers.com","$1.03","9mo","21","$28","16","","","","","$955K","$1.0M","-","",""
"https://dexscreener.com/pulsechain/0x2cabcba08e69449f9acf3dd69f7a7cd2f9ddc0db","#90","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/be6f635d5adf34dda3c63b3057b02c913fc8a4c23f6aa4498d134ead85aeee4d?width=64&height=64&fit=crop&quality=95&format=auto","v2","UFO","HEX","UFO","","1y","31","$2.5K","30","","","2.89%","5.63%","$380K","$6.1M","-","$0.06724","5"
"https://dexscreener.com/pulsechain/0x1f2fa0f2cd4f603878d46d979370f82a91715fcc","#91","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/be6f635d5adf34dda3c63b3057b02c913fc8a4c23f6aa4498d134ead85aeee4d?width=64&height=64&fit=crop&quality=95&format=auto","v2","UFO","DAI","UFO","","1y","15","$3.0K","15","","","-2.25%","1.27%","$137K","$6.2M","-","$0.06850","5"
"https://dexscreener.com/pulsechain/0x1ee5c4ec1dafe9af57b1b38fa266b43a168ed29e","#98","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/8b729370cc0269ea7f3e108c0c6524e50ef950cc0af33a524cf245c336477230?width=64&height=64&fit=crop&quality=95&format=auto","v2","TEDDY BEAR ㉾","WETH","BEAR","","2y","830","$11K","281","2.55%","2.74%","5.17%","24.62%","$26K","$5.6M","","$0.05697","8"
"https://dexscreener.com/pulsechain/0x16dd54afbca8697a24399009e55cc3d3e7860cfa","#99","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/af1d0aee448e13796f326ec6ceb40f004d060864ebf9c1e436e9b2981ff97ab7?width=64&height=64&fit=crop&quality=95&format=auto","v2","PCOCK","MOST","PulseChain Peacock","$0.01970","2mo","381","$3.0K","208","","-1.38%","1.14%","19.31%","$13K","$16.6M","-","",""
"https://dexscreener.com/pulsechain/0xc40afcb987d64c9702040a3c1fa6ab8d7cdca60a","#100","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/4636eb57478e1dad2a850550a424202b155cf97df90e840db41fc151eb1be5c6?width=64&height=64&fit=crop&quality=95&format=auto","v2","pTGC","MOST","The Grays Currency","$0.0001445","11mo","48","$1.0K","45","","","6.31%","6.08%","$38K","$41.9M","-","",""
"https://dexscreener.com/pulsechain/0x6ace474a9fde57e663e47a4c7965964440b35f71","#15","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","V3","HEX","DAI","HEX","$0.003016","1y","346","$19K","195","3.80%","4.02%","6.28%","7.21%","$223K","$1.78B","","",""
"https://dexscreener.com/pulsechain/0x98bb7fe00f82c495229eb302d1ae708ff931728e","#18","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","V3","PLSX","WPLS","PulseX","","2y","688","$67K","284","3.02%","3.97%","6.50%","8.89%","$334K","$1.88B","","$0.01318","4"
"https://dexscreener.com/pulsechain/0x22f627fc5710fcf3b5d8ac7154d00a3525886f8a","#27","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/bf1541da0ed88c19659636a19b08b35c7a74bc5f45baecb6cfa7e24fc8dbc2fb?width=64&height=64&fit=crop&quality=95&format=auto","V3","UNITY","PLSX","Unity","$0.07502","4mo","723","$5.8K","54","","2.23%","1.78%","4.47%","$181K","$448K","-","",""
"https://dexscreener.com/pulsechain/0xa2b8f577ab43bc7d01ba96b743e8641748d6db3c","#40","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/e860238a6898633a169037e86c81699fb318e9038efbbcb96bb12940b63e53c4?width=64&height=64&fit=crop&quality=95&format=auto","V3","9MM","WPLS","9MM","$0.01011","1y","116","$6.1K","97","","0.13%","1.61%","7.58%","$125K","$1.0M","-","",""
"https://dexscreener.com/pulsechain/0x5935ab01ba5d841d663802e9a045a5ef94a678b8","#55","https://dd.dexscreener.com/ds-data/dexes/9mm.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","V3","PLSX","HEX","PulseX","","1y","139","$7.4K","96","3.73%","4.65%","7.49%","9.42%","$58K","$1.89B","","$0.01327","4"
"https://dexscreener.com/pulsechain/0x03250e1f707e9fb1cd41b8c2696c0e8eab5b42de","#1","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/af1d0aee448e13796f326ec6ceb40f004d060864ebf9c1e436e9b2981ff97ab7?width=64&height=64&fit=crop&quality=95&format=auto","v1","PCOCK","WPLS","PulseChain Peacock","$0.01995","5mo","4,322","$112K","1,178","2.05%","1.81%","3.67%","17.40%","$225K","$16.8M","","",""
"https://dexscreener.com/pulsechain/0x34243b6878cb49530b2b647f38aa26623dab2509","#2","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/52b3a9f79e1f3c4ba2d7cb05617e10d8b94d6a2ad7b9eb922c9852b458e3932b?width=64&height=64&fit=crop&quality=95&format=auto","v2","stETH","WPLS","Liquid staked Ether 2.0","$0.01187","2y","6,216","$112K","1,300","","-0.15%","35.33%","36.63%","$88K","$2.2M","-","",""
"https://dexscreener.com/pulsechain/0xf1f4ee610b2babb05c635f726ef8b0c568c8dc65","#3","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/84a9562c3b7fb9c77486a7d267bd4dea495e19a9c1bcc14923ada2d8f3f271b5?width=64&height=64&fit=crop&quality=95&format=auto","v1","HEX","WPLS","HEX","$0.003009","2y","1,859","$145K","939","3.72%","3.65%","6.41%","6.78%","$1.0M","$1.78B","","",""
"https://dexscreener.com/pulsechain/0x1b45b9148791d3a104184cd5dfe5ce57193a3ee9","#4","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/38f4b2e53fe707a17ea8171c01dc4d6ceda344b6a352fe248a151c8a80bd59b8?width=64&height=64&fit=crop&quality=95&format=auto","v1","PLSX","WPLS","PulseX","","2y","2,131","$244K","955","1.15%","1.64%","4.89%","6.90%","$3.6M","$1.85B","","$0.01298","4"
"https://dexscreener.com/pulsechain/0xcb99800b71b7fb0696d19c3aaaa20c03d2d7e449","#5","https://dd.dexscreener.com/ds-data/dexes/pulsex.png","https://cdn.dexscreener.com/cms/images/af1d0aee448e13796f326ec6ceb40f004d060864ebf9c1e436e9b2981ff97ab7?width=64&height=64&fit=crop&quality=95&format=auto","v2","PCOCK","WPLS","PulseChain Peacock","$0.01953","5mo","7,263","$261K","1,485","","-0.33%","0.97%","14.97%","$468K","$16.5M","-","",""
